product_id,Product_Prices,Original_Crawled_URLs,Raw_Entire_Dataset,Product_Classes,Raw_Product_Categories
259751,38,http://www.incehesap.com/philips-shl3000bl-fiyati-25938/,Philips SHL3000BL Kafa Bandı Kulaklık Mavi,266,Bilgisayar > Çevre Birimleri > Kulaklık ve Mikrofon
259758,45,http://www.vatanbilgisayar.com/cli-551c-mavi-kartus-ip7250.html,CLI-551C Mavi Kartuş İP7250,10,Tüketim Malzemeleri > Kartuş > CANON
259766,59,http://www.vatanbilgisayar.com/c8721e-siyah-kartus-no363-ps-825032103310.html,"C8721E Siyah Kartuş No:363 PS 8250,3210,3310",98,Tüketim Malzemeleri > Kartuş > HP
260189,48,http://www.vatanbilgisayar.com/cli-526bk-photo-siyah-kartus-ip4850.html,CLI-526BK Siyah Kartuş IP4850,180,Tüketim Malzemeleri > Kartuş > CANON
260561,417,http://www.hizlial.com/corsair-hydro-h100i-intel-1155-1156-1366-2011-amd-am2-am3-fm1-sivi-sogutma-sistemi-cw-9060009-ww/10375456,"Corsair Hydro H100i Intel 1155 1156 1366 2011, AMD AM2 AM3 FM1 Sıvı Soğutma Sistemi (CW-9060009-WW)",16,Bilgisayar > Bilgisayar Bileşenleri > İşlemci Soğutucuları
260564,149,http://www.hizlial.com/zalman-cnps11x-performa-lga7751155115613662011-am2am2am3-120mm-fan-islemci-sogutucu/10357850,Zalman CNPS11X Performa LGA775/1155/1156/1366/2011 & AM2/AM2+/AM3 120mm Fan Işlemci Soğutucu,203,Bilgisayar > Bilgisayar Bileşenleri > İşlemci Soğutucuları
261291,88,http://www.vatanbilgisayar.com/t1301-siyah-kartus-sx525_sx620_bx525_bx625.html,T1301 Siyah Kartuş SX525/SX620/BX525/BX625,248,Tüketim Malzemeleri > Kartuş > EPSON
261768,45,http://www.hizlial.com/frisby-fk-w98qu-kablosuz-klavye-mouse-set/10301867,Frisby FK-W98QU Kablosuz Klavye Mouse Set,77,Bilgisayar > Çevre Birimleri > Klavye Mouse Setler
261854,13,http://www.webdenal.com/sandisk-sdcz52-008g-b35_378284.html,Sdcz52-008g-b35 Cruzer Switch 8gb Usb Flash Bellek,191,Bilgisayar Ürünleri > Veri Depolama > USB Flash Bellek > 8 GB
262124,115,http://www.exa.com.tr/hp/murekkep_kartuslari/hp_c4906ae-372-16329.html,Hp C4906AE Mürekkep Kartuş Siyah (940XL),172,Sarf > Mürekkep Kartuşları
262174,61,http://www.vatanbilgisayar.com/cb324ee-yuksek-kapasitesiteli-kirmizi-kartus-no364xl-d5460c5380.html,"CB324EE Yüksek Kapasitesiteli Kırmızı Kartuş No:364XL D5460,C5380",123,Tüketim Malzemeleri > Kartuş > HP
262224,184,"http://www.istanbulbilisim.com.tr/rf-09-fakir-radyator-en-ucuz-fiyatlari,49224.html",Fakir RF-09 Radyatör,227,Radyatör > FAKİR
262225,281,"http://www.istanbulbilisim.com.tr/rh-12-fakir-radyator-en-ucuz-fiyatlari,49227.html",Fakir RH-12 Radyatör,183,Radyatör > FAKİR
262292,281,http://www.vatanbilgisayar.com/sl-uh30-usb-30-hdmi-cevirici.html,SL-UH30 USB 3.0 HDMI ÇEVİRİCİ,41,Aksesuar Ürünleri > Bağlantı Cihazları ve Çeviriciler > Çeviriciler > S-LINK
262621,5,http://www.gold.com.tr/galaxy-note-2-mat-anti-glare-ekran-koruyucu_u,Galaxy Note 2 Mat Anti-Glare Ekran Koruyucu,22,Telefon > Cep Telefon Aksesuarları > Ekran Koruyucu
263027,22,http://www.vatanbilgisayar.com/sa-203a-ipad-icin-micro-sd-kart-okuyucu.html,SA-203A IPAD İÇİN Micro SD KART OKUYUCU,119,Aksesuar Ürünleri > Bağlantı Cihazları ve Çeviriciler > Çeviriciler > SKYPAL
263032,10,http://www.vatanbilgisayar.com/sa-c2f-hdmi-mini-hdmi-donusturucu.html,SA-C2F HDMI-MINI HDMI DÖNÜŞTÜRÜCÜ,108,Aksesuar Ürünleri > Bağlantı Cihazları ve Çeviriciler > Çeviriciler > SKYPAL
263127,256,http://www.netsiparis.com/wd-1tb-wdbluz0010bsl-my-passport-for-mac,WD 1TB WDBLUZ0010BSL MY PASSPORT FOR MAC,222,Bilgisayar > Bilgisayar Parçaları > Sabit / Taşınabilir Disk > 2.5 Ext. Usb Diskler > Western Digital
263788,59,http://www.teknosa.com/urunler/120203135/braun-hd130-style-go-sac-kurutma-makinesi,BRAUN HD130 STYLE GO SAÇ KURUTMA MAKİNESİ,207,KİŞİSEL BAKIM > SAÇ BAKIMI > SAÇ KURUTMA MAKİNELERİ
264062,24,http://www.teknosa.com/urunler/120220040/oral-b-eb20-2-precision-clean-yedek-baslik,ORAL-B EB20-2 PRECISION CLEAN YEDEK BAŞLIK,33,KİŞİSEL BAKIM > SAĞLIK ÜRÜNLERİ > DİŞ BAKIMI
264593,1136,http://www.hizlial.com/viewsonic-24-vg2401mh-1ms-ergonomik-oyuncu-monitoru/10528151,"Viewsonic 24"" VG2401mh 1ms Ergonomik Oyuncu Monitörü",138,Bilgisayar > Çevre Birimleri > Monitörler
264718,223,http://www.vatanbilgisayar.com/korkmaz-a409-dynamica-kati-meyve-presi.html,KORKMAZ A409 DYNAMİCA KATI MEYVE PRESİ,143,Küçük Ev Aletleri > Mutfak Ürünleri > Meyve Sıkıcı > KORKMAZ
265709,34,http://www.webdenal.com/canon-cli-551c_615313.html,Clı-551c Mavi Mürekkep Kartuş,10,Bilgisayar Ürünleri > Tüketim Malzemeleri > Kartuş
265718,36,http://www.webdenal.com/canon-cli-526bk_652978.html,Clı-526bk Siyah Kartuş - Mg5150/5250/6150/8150,180,Bilgisayar Ürünleri > Tüketim Malzemeleri > Kartuş
265805,277,http://www.eksenbilgisayar.com/store/ProductDetails.aspx?productid=100521,"WD My Passport For MAC WDBLUZ0010BSL-EESN 2.5"" 1 TB USB 3.0 Gümüş Harici Sabit Disk",222,Veri Depolama > Harici Sabit Disk
266437,71,http://www.kliksa.com/urun/hattrick-ab-100-ab-roller-mekik-aleti/902279298,Hattrick AB-100 AB Roller Mekik Aleti,162,Spor & Outdoor > Fitness Kondisyon > Mekik Aletleri
267437,9,http://www.gold.com.tr/frisby-fcr-40p-usb-2-0-all-in-one-kart-okuyucu_u,Frisby Fcr-40P Usb 2.0 All İn One Kart Okuyucu,187,Bilgisayar > Bilgisayar Aksesuarları > Kart okuyucu
268516,24,http://www.ereyon.com.tr/urun/oral-b-precision-clean-yedek-firca-basligi.aspx,Braun EB20-2 Precision Clean Yedek Başlık,33,Kişisel Bakım & Sağlık > Ağız Bakım Ürünleri > Diş Fırçaları
269041,28,http://www.ereyon.com.tr/urun/company-of-heroes-game-of-the-yeararl862.aspx,COMPANY OF HEROES GAME OF THE YEAR,157,Hobi & Oyun Konsolları > Oyun&Oyun Konsolu > Bilgisayar Oyunları
269566,48,http://www.incehesap.com/logitech-z150-fiyati-25110/,Logitech Z150 3W RMS Multimedya Hoparlör Beyaz,23,Bilgisayar > Çevre Birimleri > PC Hoparlör
269633,168,http://www.ereyon.com.tr/store/ProductDetails.aspx?productid=10533949,PS3 DRAGON AGE INQUISITION,21,Hobi & Oyun Konsolları > Oyun&Oyun Konsolu > Playstation Oyunları > Playstation 3 Oyunları
269656,92,http://www.sanalreyonum.com/hp-c4906ae-murekkep-kartus-siyah-940xl.html,Hp C4906AE Mürekkep Kartuş Siyah (940XL),172,
271943,1502,http://www.gold.com.tr/asus-poseidon-gtx780-p-3gd5-3gb-gddr5-ekran-karti_u,Asus Poseidon-GTX780-P-3GD5 3GB GDDR5 Ekran Kartı - 384Bit HDMI,90,Bilgisayar > Bilgisayar Bileşenleri > Ekran Kartı
272681,54,http://www.bedavacim.com.tr/ASUS-USB-N13-300MBPS-KABLOSUZ-N-USB-ADAPTC396R_18392.html,ASUS USB-N13 300MBPS KABLOSUZ-N USB ADAPTÖR,181,Bilgisayar > Ag / Modem > Wireless Adaptör
272810,52,http://www.webdenal.com/hp-cb324e_90889.html,364xl Kırmızı Mürekkep Kartuş Cb324ee / Cb324e,123,Bilgisayar Ürünleri > Tüketim Malzemeleri > Kartuş
272947,51,http://www.webdenal.com/hp-c8721ee_630132.html,C8721e Siyah Mürekkep Kartuş (363),98,Bilgisayar Ürünleri > Tüketim Malzemeleri > Kartuş
273001,99,http://www.webdenal.com/hp-c4906a_163490.html,C4906ae Mürekkep Kartuş Siyah (940xl),172,Bilgisayar Ürünleri > Tüketim Malzemeleri > Kartuş
273156,39,http://www.webdenal.com/brother-lc-47c_44017.html,Lc47-c Mavi Kartuş 400 Sayfa,59,Bilgisayar Ürünleri > Tüketim Malzemeleri > Kartuş
273452,10,http://www.gold.com.tr/s-link-slx-241-adaptor_u,S-link Slx-241 Adaptör - HDMI To DVI 24 1M,72,Bilgisayar > Bilgisayar Aksesuarları > Çeviriciler
273902,205,http://www.webdenal.com/epson-c13t26364020_677304.html,"C13t26364020 Multıpack(b,c,m,y)-m-26xl-exp Xp-600,700,800 41,3 Ml-xl",195,Bilgisayar Ürünleri > Tüketim Malzemeleri > Kartuş
274281,194,http://www.webdenal.com/hp-cn623a_618852.html,Cn623a Mürekkep Kartuş (971),239,Bilgisayar Ürünleri > Tüketim Malzemeleri > Kartuş
274525,64,http://www.teknosa.com/urunler/125044321/belkin-f8n754cwc02-case-folio-pepu-ipad-3g-slim-ki,BELKIN F8N754cwC02 CASE FOLIO PE/PU IPAD 3G SLIM KILIF,52,BİLGİSAYAR > TABLET PC AKSESUARI
274726,36,http://www.webdenal.com/hp-cn054ae_689459.html,933xl (cn054ae) Mavi Kartuş 6700/7110,20,Bilgisayar Ürünleri > Tüketim Malzemeleri > Kartuş
276439,71,http://www.gold.com.tr/hattrick-ab-100-mekik-aleti_u,Hattrick AB-100 Mekik Aleti,162,Spor&Outdoor > Fitness - Kondisyon
280138,2129,http://www.gold.com.tr/seagate-stbn8000200-business-storage-8tb-2-bay-nas-depolama-unitesi_u,Seagate STBN8000200 Business Storage 8TB 2-Bay NAS Depolama Ünitesi,49,Bilgisayar > Veri Depolama > Çoklu Depolama Üniteleri Nas
281213,38,http://www.bedavacim.com.tr/FRC4B0SBY-FK-W98QU-2-4GHZ-KABLOSUZ-KLAVYE-MOUSE-SET_18212.html,FRİSBY FK-W98QU 2.4GHZ. KABLOSUZ KLAVYE & MOUSE SET,77,Bilgisayar > Cevre Birimleri > Klavye
281325,58,http://www.eksenbilgisayar.com/urun/asus-usb-n13-300-mbps-usb-wireless-adaptor.aspx,ASUS USB-N13 300 Mbps USB Wireless Adaptör,181,İnternet - Ağ Ürünleri > Access Point
282542,216,http://www.webdenal.com/xerox-106r01476_601198.html,"6121mfp Hıgh Capacıty Siyah 2,500 Pages",68,Bilgisayar Ürünleri > Tüketim Malzemeleri > Toner
283643,200,http://www.vatanbilgisayar.com/pc-dragon-age-inquisition.html,PC DRAGON AGE INQUISITION,170,Yazılım > Oyunlar > PC > ARAL
285523,1692,http://www.gold.com.tr/sapphire-r9-290x-4gb-gddr5-11226-00-40g-ekran-karti_u,Sapphire R9 290X 4GB GDDR5 11226-00-40G Ekran Kartı - TRI-X OC 512Bit 2xDVI-D DP HDMI - HDMI Kablo Hediye!,223,Bilgisayar > Bilgisayar Bileşenleri > Ekran Kartı
286658,32,http://www.hizlial.com/s-link-sl-hv56-hdmi-to-vga-cevirici/10458489,S-link SL-HV56 HDMI to VGA Çevirici,263,Bilgisayar > Bilgisayar Aksesuarlar > Kablolar
287443,524,http://www.ereyon.com.tr/urun/asus-dsl-ac68u-router.aspx,Asus DSL-AC68U Çift Bant Kablosuz-AC1900 Gigabit ADSL/VDSL Modem Router,142,Bilgisayar > Ağ Ürünleri & Modem > Access Point & Router
289449,59,http://www.sanalreyonum.com/x360-kinect-sports-ultimate.html,X360 KINECT SPORTS ULTIMATE,129,
289682,254,http://www.sanalreyonum.com/cooler-master-550w-rs550-80gaj3-eu-guc-kaynagi.html,Cooler Master 550W RS550-80GAJ3-EU Güç Kaynağı,268,
289989,458,http://www.incehesap.com/asus-dsl-ac68u-4-port-1900mbps-fiyati-25897/,Asus DSL-AC68U 4 Port 1900Mbps Modem Router,142,Bilgisayar > Çevre Birimleri > ADSL Modem
290529,59,http://www.teknosa.com/urunler/145053844/hama-hm-108333-arac-sarj-cihazi-2xusb-4200-ma-siya,HAMA HM 108333 ARAÇ ŞARJ CİHAZI 2XUSB 4200 mA SİYAH,240,TELEKOM > AKSESUAR > AKSESUARLAR
290850,45,http://www.eksenbilgisayar.com/urun/microsoft-wireless-mobile-mouse-3000--2ef-00003--nano-usb-siyah.aspx,MICROSOFT Wireless Mobile Mouse 3000 Nano USB Siyah 2EF-00003,133,Çevre Birimler > Mouse
291291,67,http://www.sanalreyonum.com/creative-a120-21-speaker-siyah-9w.html,Creative A120 2+1 Speaker Siyah (9W),25,
291293,50,http://www.sanalreyonum.com/logitech-z150-11-siyah-speaker-6w-980-000814.html,Logitech Z150 1+1 Siyah Speaker 6W 980-000814,23,
294157,325,http://www.sanalreyonum.com/zyxel-nsa-325-2x3tb-disk-destekli-depolama-unitesi.html,Zyxel NSA-325 2x3TB Disk Destekli Depolama Ünitesi,15,
294570,1935,http://www.exa.com.tr/apple/masaustu_bilgisayarlar/apple_mac-322-23900.html,Apple Mac Mini MGEN2TU/A i5 2.6GHz 8GB 1TB,29,Bilgisayar > Masaüstü Bilgisayarlar
294777,381,"http://www.istanbulbilisim.com.tr/zyxel-nsa325-2x4tb-disk-destekli-depolama-unitesi-fiyati,113127.html",Zyxel NSA325 2x4TB Disk Destekli Depolama Ünitesi,15,Çoklu Depolama Ünitesi (NAS) > ZYXEL
294781,54,http://www.teknobiyotik.com/cevre-birimleri/klavye-ve-fare/fare-mouse/microsoft-3000-v2-kablosuz-nano-optik-mouse-usb-siyah.html,Microsoft 3000 V2 Kablosuz Nano Optik Mouse USB (Siyah) (2EF-00003),133,Klavye ve Fare > Fare
296733,43,http://www.kliksa.com/urun/medal-of-honor-warfighter-x360-oyun/900375688,MEDAL OF HONOR WARFIGHTER X360 OYUN,62,Oyun ve Oyun Konsolu > Oyunlar
297123,129,"http://www.mediamarkt.com.tr/mcs/product/PIONEER-TS-G132CI-13-cm-Ayrıştırılmış-2-Yollu-250-W-Hoparlör-Sistemi,103452,502991,1327009.html?langId=-14",PIONEER TS G132CI 13 cm Ayrıştırılmış 2 Yollu 250 W Hoparlör Sistemi,83,Tv & Ses > Oto Ses Sistemleri > Hoparlör
297714,1097,http://www.incehesap.com/canon-mf6140dn-lazer-fiyati-24963/,Canon MF6140DN Lazer Yazıcı/Tarayıcı/Fotokopi/Fax-Net Dublex- A4,18,Bilgisayar > Yazıcı > Çok İşlevli Laser Yazıcı
297887,34,"http://www.mediamarkt.com.tr/mcs/product/ROADSTAR-RDH414-10-cm-4-Yollu-120-W-Hoparlör,103452,502991,1344241.html?langId=-14",ROADSTAR RDH414 10 cm 4 Yollu 120 W Hoparlör,279,Tv & Ses > Oto Ses Sistemleri > Hoparlör
297973,18,http://www.kliksa.com/urun/fakir-tip-g-sms-toz-torbasi-5-li-paket-/902168220,FAKİR TİP-G S.M.S. TOZ TORBASI (5 Lİ PAKET),125,Elektrikli Ev Aletleri > Süpürge > Elektrikli Süpürge
299279,899,http://www.teknosa.com/urunler/135176102/nikon-coolpix-p510-gumus-dijital-fotograf-makinesi,NIKON COOLPIX P510 GÜMÜŞ DİJİTAL FOTOĞRAF MAKİNESİ,132,FOTOĞRAF &AMP; VİDEO KAMERA > KOMPAKT FOTOĞRAF MAKİNESİ
300567,213,http://www.ereyon.com.tr/urun/hp-d4h22c-inkjet-yazici.aspx,Hp D4H22C DeskJet Avantajlı 2645 Çok Fonksiyonlu Inkjet Yazıcı,40,Bilgisayar > Yazıcı & Tarayıcı > Mürekkep Püskürtmeli Yazıcılar
301364,49,"http://www.mediamarkt.com.tr/mcs/product/ARAL-Medal-of-Honor:-Warfighter-Xbox-360,103452,465888,1749071.html?langId=-14",ARAL Medal of Honor: Warfighter Xbox 360,62,Oyun & Hobi > Oyunlar > Xbox Oyunları
303846,35,http://www.hizlial.com/telkab-ttec-plus-tk6109-metalik-gri-gumus-metalik-gri-gumus/10162314,TELKAB TTEC PLUS TK6109 METALIK GRI-GUMUS Metalik Gri-Gümüş,81,Telefon > Telsiz / Kablolu Telefonlar > Kablolu Telefonlar
304231,506,http://www.netsiparis.com/asus-dsl-ac68u-ac1900-gigabit-adsl2-4port-kablosuz-modem,ASUS DSL-AC68U AC1900 Gigabit Adsl2 4port Kablosuz Modem,142,Bilgisayar > Bilgisayar Parçaları > Modem Adsl > Kablosuz Adsl > Asus
304869,59,http://www.sanalreyonum.com/airties-air-2411-300mbps-11n-kablosuz-usb-adaptor.html,AirTies Air 2411 300mbps 11N Kablosuz USB Adaptör,80,
304942,62,http://www.hizlial.com/eth-wir-asus-usb-n13/10277919,ETH WIR ASUS USB-N13,181,Bilgisayar > Ağ Ürünleri & Modemler > Wireless Adaptör
304946,63,http://www.hizlial.com/airties-air-2411-300-mbps-245ghz-cift-band-kablosuz-ag-erisim-adaptoru/10250011,Airties Air 2411 300 Mbps 2.4/5Ghz Çift Band Kablosuz Ağ Erişim Adaptörü,80,Bilgisayar > Ağ Ürünleri & Modemler > Wireless Adaptör
305903,19,http://www.teknosa.com/urunler/125087233/aral-dishonored-pc-oyun,ARAL DISHONORED PC OYUN,232,OYUN &AMP; HOBİ > OYUN & YAZILIM > PC
306401,39,http://www.hizlial.com/muvit-thingel-iphone-6-kilifi-pembe/10558653,Muvit Thingel iPhone 6 Kılıfı Pembe,12,Telefon > Cep Telefonu Aksesuarları > iPhone Aksesuarları
307896,39,http://www.hizlial.com/microsoft-2ef-00003-wireless-mobile-3000-mouse/10226871,Microsoft (2EF-00003) Wireless Mobile 3000 Mouse,133,Bilgisayar > Çevre Birimleri > Mouse
307902,24,http://www.hizlial.com/inca-iwm-221rsk-24ghz-nano-alici-pil-hediyeli-kirmizi-mouse/10226858,Inca IWM-221RSK 2.4Ghz Nano Alıcı '' Pil Hediyeli'' Kırmızı Mouse,278,Bilgisayar > Çevre Birimleri > Mouse
308456,249,http://www.vatanbilgisayar.com/philips-gc-4860_37-azur-utu-2600-w.html,PHILIPS GC 4860/37 AZUR ÜTÜ (2600 W),145,Küçük Ev Aletleri > Ütüler > PHILIPS
308466,700,http://www.vatanbilgisayar.com/gv-8930-pro-express-total-auto-control-3-ayarli-buhar-jeneratorlu-utu.html,GV 8930 PRO EXPRESS TOTAL AUTO CONTROL 3 AYARLI BUHAR JENERATÖRLÜ ÜTÜ,178,Küçük Ev Aletleri > Ütüler > TEFAL
310148,50,http://www.sanalreyonum.com/x360-medal-honor-warfighter.html,X360 MEDAL OF HONOR WARFIGHTER,62,
310851,1179,"http://www.mediamarkt.com.tr/mcs/product/PIONEER-VH-X1500DVD-6.1""-Dokunmatik-Ekran--iPod---iPhone-Kontrollü--USB-ve-AUX-in--(2-DIN),103452,502987,1339359.html?langId=-14","PIONEER VH X1500DVD 6.1"" Dokunmatik Ekran, iPod / iPhone Kontrollü, USB ve AUX-in (2-DIN)",231,Tv & Ses > Oto Ses Sistemleri > Oto Görüntü Sistemleri
310961,169,http://www.teknosa.com/urunler/125087088/aral-battlefield-4-premium-edition-pc-oyun,ARAL BATTLEFIELD 4 PREMIUM EDITION PC OYUN,97,OYUN &AMP; HOBİ > OYUN & YAZILIM > PC
311978,512,http://www.bedavacim.com.tr/ASUS-DSL-AC68U-AC1900-4PORT-1900MBiT-ADSL-VDSL-FIBER-DESTEKLi-GIGABIT-MODEM-ASUS_81247.html,ASUS DSL-AC68U AC1900 4PORT 1900MBİT ADSL-VDSL-FIBER DESTEKLİ GIGABIT MODEM ASUS,142,Bilgisayar > Ag / Modem > Modemler
312106,99,"http://www.mediamarkt.com.tr/mcs/product/ARAL-Battlefield-4-Premium-PC,103452,465882,1021901.html?langId=-14",ARAL Battlefield 4 Premium PC,97,Oyun & Hobi > Oyunlar > PC Oyunları
312433,238,http://www.eksenbilgisayar.com/urun/philips-193v5lsb2-62-185-1366x768-5ms-siyah-led-monitor.aspx,"PHILIPS 193V5LSB2-62 18.5"" 1366x768 5ms Siyah LED Monitör",156,Çevre Birimler > Monitör
312486,243,http://www.eksenbilgisayar.com/store/ProductDetails.aspx?productid=100941,"PHILIPS 203V5LSB26/62 19.5"" 1600x900 5ms Siyah LED Monitör",31,Çevre Birimler > Monitör
313595,1649,http://www.hizlial.com/samsung-galaxy-alpha-g850-beyaz/10509256,Samsung Galaxy Alpha G850 Beyaz,9,Telefon > Akıllı Telefonlar
314131,744,http://www.gold.com.tr/samsung-sl-c460w-wifi-renkli-laser-yazici_u,Samsung SL-C460W WiFi Renkli Laser Yazıcı - Fotokopi + Tarayıcı,244,Bilgisayar > Yazıcı > Çok İşlevli Lazer
315637,215,"http://www.mediamarkt.com.tr/mcs/product/SEAGATE-STDR1000201-2-5-inç-USB-3.0-1-TB-Backup-Plus-Taşınabilir-Disk-Gümüş,103452,504973,1229129.html?langId=-14","SEAGATE STDR1000201 2,5 inç USB 3.0 1 TB Backup Plus Taşınabilir Disk Gümüş",116,Bilgisayar > Hafıza & Depolama Ürünleri > Harici Diskler
316222,39,http://www.gold.com.tr/s-link-slx-304-hdmi-m-m-10m-hdmi-kablo_u,S-link SLX-304 HDMI M/M 10m HDMI Kablo - Altın Uçlu 24K + Kor.Kılıf 1.4 Ver. 3D,192,Elektronik > Televizyon > TV Aksesuarları > Kablo - Sarf Malzemeler
316228,8,http://www.gold.com.tr/s-link-slx-590-rg6-u-2m-anten-kablosu_u,S-link SLX-590 RG6 /U 2m Anten Kablosu,63,Elektronik > Televizyon > TV Aksesuarları > Kablo - Sarf Malzemeler
316310,29,http://www.gold.com.tr/s-link-slx-935-scart-2m-gold-kilifli-kablo_u,S-link SLX-935 SCART 2m Gold+Kılıflı Kablo,61,Elektronik > Televizyon > TV Aksesuarları > Kablo - Sarf Malzemeler
316337,20,http://www.gold.com.tr/s-link-slx-422-2m-dijital-optik-ses-kablosu_u,S-link SLX-422 2m Dijital Optik Ses Kablosu,214,Elektronik > Televizyon > TV Aksesuarları > Kablo - Sarf Malzemeler
316428,538,http://www.vatanbilgisayar.com/7100-standart-kapasite-kirmizi-toner.html,7100 STANDART KAPASİTE KIRMIZI TONER 106R02607,259,Tüketim Malzemeleri > Toner > XEROX
319154,159,http://www.bimeks.com.tr/urun/129452/delonghi-icm-15250-filtre-kahve-makinesi.aspx,Delonghi ICM 15250 Filtre Kahve Makinesi,127,Ev Teknolojileri > Mutfak Aletleri > Çay ve Kahve Keyfi > Delonghi ICM 15250 Filtre Kahve Makinesi
320383,423,http://www.exa.com.tr/asus/tablet_pc/asus_me176cx1b008a-513-22861.html,"Asus ME176CX-1B008A 1.33Ghz 8GB IPS 7"" Tablet",186,Bilgisayar > Tablet Pc
321265,18,http://www.netsiparis.com/targus-amm01eu-tablet-kalemi-siyah,Targus Amm01eu Tablet Kalemi Siyah,161,Bilgisayar > Bilgisayar-Dizüstü > iPad Aksesuarları > iPad Kalemi > Targus
322302,159,http://www.teknosa.com/urunler/125087149/aral-world-of-warcraft-warlords-of-draenor-pc-oyun,ARAL WORLD OF WARCRAFT WARLORDS OF DRAENOR PC OYUN,128,OYUN &AMP; HOBİ > OYUN & YAZILIM > PC
322893,1404,http://www.exa.com.tr/hp/notebook/hp_k0w08ea-323-24139.html,"HP K0W08EA 11-n000nt N3540 4G 750G 11.6"" W8 Touch",36,Bilgisayar > Notebook
323422,1299,"http://www.mediamarkt.com.tr/mcs/product/TOSHIBA-Satellite-C50-B-13H-Celeron-N2830-4-GB-750-GB-Windows-8.1-Notebook,103452,504927,1591807.html?langId=-14",TOSHIBA Satellite C50-B-13H Celeron N2830 4 GB 750 GB Windows 8.1 Notebook,1,Bilgisayar > Taşınabilir Bilgisayarlar > Notebook
323917,9,http://www.teknosa.com/urunler/125043083/skypal-sa-c2f-hdmi-micro-hdmi-adaptoru,SKYPAL SA-C2F HDMI - MICRO HDMI ADAPTÖRÜ,108,BİLGİSAYAR > AKSESUAR > NOTEBOOK AKSESUARI
324528,24,http://www.teknosa.com/urunler/125043879/case-logic-ca-ts110k-10-siyah-tablet-pc-kilifi,CASE LOGIC CA TS110K 10 SIYAH TABLET PC KILIFI,229,BİLGİSAYAR > TABLET PC AKSESUARI
325869,35,http://www.vatanbilgisayar.com/lc37c-mavi-kartus-lc-970mfc-230c240cmfc-3360cmfc-440cn465cn.html,"LC37C Mavi Kartuş LC-970,MFC-230C,240C,MFC-3360C,MFC-440CN,465CN",54,Tüketim Malzemeleri > Kartuş > BROTHER
325870,250,http://www.vatanbilgisayar.com/cn623ae-kirmizi-kartus-no971.html,CN623AE Kırmızı kartuş No:971,239,Tüketim Malzemeleri > Kartuş > HP
327856,32,http://www.sanalreyonum.com/bilgisayar/hp-cn054a-murekkep-kartus-mavi-933xl.html,Hp CN054A Mürekkep Kartuş Mavi (933XL),20,
328544,33,http://www.ereyon.com.tr/urun/addison-300897-gri-13.3-bilgisayar-notebook-cantasi.aspx,"Addison 300897 Gri 13.3"" Bilgisayar Notebook Çantası",163,Bilgisayar > Bilgisayar Aksesuarları > Notebook Aksesuarları > Çantalar
328558,70,http://www.vatanbilgisayar.com/stima-buharli-utu.html,STIMA BUHARLI ÜTÜ,241,Küçük Ev Aletleri > Ütüler > FAKIR
328616,17,http://www.webdenal.com/s-link-slx-935_235988.html,Slx-935 2 Metre Kılıflı Altın Uçlu Scart/scart Kablo,61,Bilgisayar Ürünleri > Aksesuarlar > Kablolar > Ses ve Görüntü Kabloları
328630,14,http://www.webdenal.com/s-link-slx-422_236072.html,Slx-422 2 Metre Optik Ses Kablosu,214,Bilgisayar Ürünleri > Aksesuarlar > Kablolar > Ses ve Görüntü Kabloları
328636,37,http://www.webdenal.com/s-link-slx-179_235976.html,Slx-179 15 Metre Monitör Pc Arası Vga Data Kablo M/m,102,Bilgisayar Ürünleri > Aksesuarlar > Kablolar > Ses ve Görüntü Kabloları
328862,15,http://www.sanalreyonum.com/pc-prototype.html,Pc Prototype,154,
329034,48,http://www.vatanbilgisayar.com/smg-tab3-04-galaxy-tab3-10-pc-tablet-kilifi--gri.html,SMG-TAB3-04 GALAXY TAB3 10.1'' PC TABLET KILIFI- (GRİ),280,Aksesuar Ürünleri > Çantalar ve Kılıflar > Tablet Kılıfları > ADDISON
333524,41,http://www.incehesap.com/microsoft-3000-fiyati-14047/,MS Notebook Optik Mouse 3000 USB V2 (2EF-00003),133,Bilgisayar > Çevre Birimleri > Mouse
334274,1029,http://www.incehesap.com/sony-xperia-m2-dual-fiyati-25755/,Sony Xperia M2 Dual Siyah Cep Telefonu,38,Telefon > Cep Telefonu
334308,1620,http://www.incehesap.com/sony-xperia-z2-beyaz-fiyati-25017/,Sony Xperia Z2 Beyaz Cep Telefonu,93,Telefon > Cep Telefonu
334542,65,http://www.vatanbilgisayar.com/r9-nbc-dltk-gp-notepal-d-lite-notebook-sogutucu-stand.html,R9-NBC-DLTK-GP NOTEPAL D-LİTE NOTEBOOK SOĞUTUCU STAND,88,Aksesuar Ürünleri > Notebook Soğutucu > Notebook Soğutucu Stant > COOLER MASTER
335726,1266,"http://www.istanbulbilisim.com.tr/artronic-optimum-l-3kva-online-ups-fiyati,73758.html",Artronic OPTIMUM-L-3KVA Online UPS,114,UPS Güç Kaynakları > ARTRONIC
336020,20,http://www.vatanbilgisayar.com/pc-dirt-2.html,PC DIRT 2,24,Yazılım > Oyunlar > PC > ARAL
337116,46,http://www.vatanbilgisayar.com/ps3-wwe-all-stars.html,PS3 WWE ALL STARS,271,Yazılım > Oyunlar > Ps3 > ARAL
