id,Product_Prices,Original_Crawled_URLs,Raw_Entire_Dataset,Product_Classes,Raw_Product_Categories
225,220,http://www.worldteknoloji.com/Products-23623-philips-195-203v5lsb26-62-5ms-analog-led-monitor-parlak-siyah.html,"PHILIPS 19,5 203V5LSB26-62 5Ms Analog Led Monitör Parlak Siyah",31,Bilgisayar Bileşenleri > Monitörler > PHILIPS
226,447,https://www.tuslagelsin.com/index.php?route=product/product&product_id=1867,Zyxel NSA-325 2x4TB Disk Destekli Depolama Ünitesi,15,Zyxel NSA-325 2x4TB Disk Destekli Depolama Ünitesi
227,81,http://www.buroteknik.com/epson-t130140-murekkep-kartus_94310.html,Epson T130140 Office B42WD BX525WD BX625FWD Siyah Kartuş,248,Toner Kartuş Şerit > Kartuş
228,239,http://www.vatanbilgisayar.com/no26xl-kartus-seti-xp-600_xp-700_xp-800.html,NO:26XL Kartuş Seti XP-600/XP-700/XP-800 C13T26364020,195,Tüketim Malzemeleri > Kartuş > EPSON
229,30,http://www.vatanbilgisayar.com/tk150-duvar-tipi-telefon---siyah.html,TK150 DUVAR TİPİ TELEFON - (SİYAH),32,Tüketici Elektroniği > Kablolu Telefonlar > Görüntüsüz > TTEC
230,54,http://www.teknobiyotik.com/cevre-birimleri/klavye-ve-fare/fare-mouse/microsoft-3000-v2-kablosuz-nano-optik-mouse-usb-siyah.html,Microsoft 3000 V2 Kablosuz Nano Optik Mouse USB (Siyah) (2EF-00003),133,Klavye ve Fare > Fare
231,238,http://www.ereyon.com.tr/urun/xigmatek-ccc-ae37bs-u51.aspx,Xigmatek ASGARD PRO PURE BLACK EDITION 500W MidT ATX Kasa,44,Bilgisayar > Bilgisayar Bileşenleri > Bilgisayar Kasaları
232,13,http://www.gold.com.tr/assassins-creed-pc-oyun_u,Assassins Creed PC Oyun,253,Oyun - Hobi > Oyun > Oyunlar
233,210,https://www.yuppigo.com/Hangars/HangarsDetay.aspx?Xmlluckys=ypg-367257&HP-D4H22C-Avantajli-DeskJet-2645-FaxYzTarFot-A4,HP D4H22C Avantajlı DeskJet 2645 Fax/Yz/Tar/Fot-A4,40,Bilgisayar >  Yazıcılar >  Mürekkep Püskürtmeli
234,123,http://www.eksenbilgisayar.com/urun/kingston-hyperx-savage-4gb-ddr3-1600mhz-bellek---hx316c9sr4.aspx,KINGSTON HyperX Savage 4GB DDR3-1600MHz Bellek - HX316C9SR/4,146,Bilgisayar Bileşenleri > Bellek > Masaüstü
235,1559,http://www.alalimbakalim.com/sony-xperia-z2-d6503-cep-telefonu.html,Sony Xperia Z2 D6503 Cep Telefonu,93,
236,58,http://www.ereyon.com.tr/urun/fakir-stima-buharli-utu.aspx,Fakir Stima Buharlı Ütü,241,Küçük Ev Aletleri > Elektrikli Ev Aletleri > Ütüler
237,1639,http://www.buroteknik.com/en-ucuz-sony-xperia-z2-fiyati-ozellikleri_145760.html,Sony Xperia Z2 D6503 Beyaz Akıllı Cep Telefonu - Distribütör,93,Telefon > Smartphone
238,35,http://www.hizlial.com/telkab-ttec-plus-tk6109-metalik-gri-gumus-metalik-gri-gumus/10162314,TELKAB TTEC PLUS TK6109 METALIK GRI-GUMUS Metalik Gri-Gümüş,81,Telefon > Telsiz / Kablolu Telefonlar > Kablolu Telefonlar
239,1804,http://www.exa.com.tr/sony/cep_telefonlari/sony_xperia-346-23769.html,Sony Xperia Z2 D6503 16GB 3G Cep Telefonu (Beyaz),93,Tüketici Elektroniği > Cep Telefonları
240,9,http://www.vatanbilgisayar.com/tasinabilir-kart-okuyucusu--usb-20.html,FRISBY TAŞINABİLİR KART OKUYUCUSU- USB 2.0 FCR-40P,187,Aksesuar Ürünleri > Kart Okuyucular > Harici > FRISBY
241,209,http://www.bedavacim.com.tr/PHILIPS-20-203V5LSB26-62-5MS-GENC4B0C59E-PARLAK-SC4B0YAH-LED-MONC4B0TC396R_18157.html,"PHILIPS 20"" 203V5LSB26/62 5MS GENİŞ PARLAK SİYAH LED MONİTÖR",31,Bilgisayar > Cevre Birimleri > Monitörler
242,11,"http://www.istanbulbilisim.com.tr/s-link-slx-m921-5m-kilifli-metal-uclu-kablo-fiyati,141948.html",S-link SLX-M921 5m Kılıflı Metal Uçlu Kablo,224,Antenler / Kablolar > S-Link
243,44,http://www.teknosa.com/urunler/125180553/hp-cn054ae-933xl-mavi-kartus,HP CN054AE 933XL MAVİ KARTUŞ,20,BİLGİSAYAR > SARF MALZEMELERİ > TONER & KARTUŞ
244,15,http://www.vatanbilgisayar.com/slx-990-rj45-8p8c-25-lik-jack.html,SLX-990 RJ45 8P8C 25 LİK JACK,267,Aksesuar Ürünleri > Kablolar > Kablo Kurulum Aksesuarları > S-LINK
245,19,http://www.teknosa.com/urunler/125087233/aral-dishonored-pc-oyun,ARAL DISHONORED PC OYUN,232,OYUN &AMP; HOBİ > OYUN & YAZILIM > PC
246,1349,http://www.bizdeuygun.com/Sony-Xperia-Z2_142150.html,Sony Xperia Z2,93,Telefon
247,5,http://www.vatanbilgisayar.com/17618-galaxy-note-2-ekran-koruyucu-anti-parmak-izi--2-adet-on-parlak.html,17618 GALAXY NOTE 2 EKRAN KORUYUCU ANTİ-PARMAK İZİ - (2 ADET ÖN PARLAK),22,Aksesuar Ürünleri > Çantalar ve Kılıflar > Ekran Koruyucu > MUVİT
248,52,http://www.webdenal.com/casio-dj-220d-w-dh-cn-desk-type_654171.html,Dj-220d-w-dh(cn) Desk Type,218,Ev Tekstili > Hediyelik Ürünler > Ofis > Kırtasiye Ürünleri
249,449,http://www.teknosa.com/urunler/110261833/sennheiser-momentum-on-ear-fil-disi-mikrofonlu-kul,SENNHEİSER MOMENTUM ON-EAR FİL DİŞİ MİKROFONLU KULAKÜSTÜ KULAKLIK,169,SES VE GÖRÜNTÜ > KULAKLIK
250,233,http://www.webdenal.com/corsair-bc-cmz8gx3m1a1600c9_545289.html,"Cmz8gx3m1a1600c9 1*8gb, Ddr3 1600mhz, Cl9",228,Bilgisayar Ürünleri > Bilgisayar Bileşenleri (OEM) > Bellek (RAM) > PC Ram
251,65,http://www.vatanbilgisayar.com/32gb-micro-sd-standard-c6.html,SAMSUNG 32GB MICRO SD STANDARD C6,160,Tüketici Elektroniği > Hafıza Kartı > Micro SD > SAMSUNG
252,340,http://www.hizlial.com/fakir-rh-12-halojen-3000w-12-dilim-yagli-radyator/10226310,Fakir RH-12 Halojen 3000W 12 Dilim Yağlı Radyatör,183,Isıtma & Soğutma > Sobalar ve Isıtıcılar
253,40,http://www.netsiparis.com/philips-shl3000bl-mavi-basa-gecmeli-kulaklik,PHILIPS SHL3000BL MAVİ BAŞA GEÇMELI KULAKLIK,266,Bilgisayar > Bilgisayar Parçaları > Hoparlör/Kulaklık/Ses > Kulaklık/Mikrofon > Philips
254,62,http://www.pcdepo.com/logitech-mk240-kablosuz-klavye-mouse-920-005798,Logitech MK240 Kablosuz Klavye Mouse 920-005798,179,Logitech MK240 Kablosuz Klavye Mouse 920-005798
255,11,http://www.buroteknik.com/frisby-fcr-40p-usb-2-0-kart-okuyucu_107989.html,FRISBY FCR-40P USB 2.0 KART OKUYUCU,187,Bilgisayar Tablet Yazıcı > Bilgisayar Bileşenleri > Kart Okuyucular
256,37,"http://www.istanbulbilisim.com.tr/logitech-m317-910-004183-kablosuz-optik-notebook-mouse-beyaz-fiyati,140213.html",Logitech M317 910-004183 Kablosuz Optik Notebook Mouse - Beyaz,55,Mouse > LOGITECH
257,1695,http://www.bizdehesapli.com/apple-tb-9-7-ipad-air-2-64gb-wifi-gold-mh182tu-a-urun-MH182TU-A,APPLE TB 9.7 iPad Air 2 64GB WiFi GOLD MH182TU/A,246,Bilgisayar > Bilgisayarlar > Tablet Pcler > APPLE TB 9.7 iPad Air 2 64GB WiFi GOLD MH182TU/A
258,220,http://www.birnumaram.com/PSX3-DRAGON-AGE-INQUISITION_152057.html,PSX3 DRAGON AGE INQUISITION,21,Oyun Dünyası > Oyunlar > PS3
259,612,http://www.bizdehesapli.com/samsung-c460w-cok-fonksiyonlu-renkli-lazer-yazici-a4-urun-C460W,SAMSUNG C460W Çok Fonksiyonlu Renkli Lazer Yazıcı (A4),244,Bilgisayar > Yazıcı/Tarayıcı/Fax > Laser Yazıcılar > SAMSUNG C460W Çok Fonksiyonlu Renkli Lazer Yazıcı (A4)
260,1334,http://www.buroteknik.com/asus-poseidon-gtx780-p-3gd5-3gb-gddr5-384-bit-ekran-kartc4b1_142102.html,ASUS Poseidon GTX780-P-3GD5 3GB GDDR5 384 Bit Ekran Kartı,90,Bilgisayar Tablet Yazıcı > Bilgisayar Bileşenleri > Ekran Kartları
261,35,http://www.vatanbilgisayar.com/300897-133-notebook-cantasi-gri.html,"300897 13.3"" NOTEBOOK ÇANTASI (GRİ)",163,Aksesuar Ürünleri > Çantalar ve Kılıflar > Notebook Çantaları > ADDISON
262,54,http://www.kliksa.com/urun/logitech-920-005789-mk240-tr-wireless-klavye-mouse-seti/901941354,LOGITECH 920-005789 MK240 TR WIRELESS KLAVYE & MOUSE SETİ,179,Bilgisayar > Çevre Birimleri > Klavye & Mouse Setleri
263,19,http://www.webdenal.com/braun-eb20-2-precision-clean-yedek_624509.html,Oral-b Eb20-2 Precision Clean Diş Fırçası Yedeği,33,Ev / Bakım > Sağlık ve Yaşam > Ağız ve Diş Sağlığı
264,108,http://www.eksenbilgisayar.com/store/ProductDetails.aspx?productid=90668,HP 940XL C4906A Siyah Mürekkep Kartuş,172,Tüketim Ürünleri > Sarf Malzemeler > Toner
265,1054,"http://www.istanbulbilisim.com.tr/pioneer-avh-x1500dvd-multimedya-double-dvd-oto-teyp-fiyati,132741.html",Pioneer avh-x1500dvd multimedya double dvd oto teyp,231,Oto Ses ve Görüntü Sistemleri > Araç İçi Multimedya ve Görüntü Sistemleri
266,903,http://www.teknobiyotik.com/donanim/pc-kasa/corsair-graphite-780t-full-tower-kasa.html,Corsair Graphite 780T Full-Tower Kasa,67,Kasa
267,149,http://www.gold.com.tr/world-of-warcraft-warlords-of-draenor-pc-oyunu_u,World Of Warcraft Warlords Of Draenor PC Oyunu - Blizzard Çanta Hediyelidir,128,Oyun - Hobi > Oyun > Oyunlar
268,239,http://www.kliksa.com/urun/philips-203v5lsb2662-19-5-5ms-1600x900-led-monitor/901905913,"Philips 203V5LSB26/62 19,5 5ms 1600x900 LED Monitör",31,Bilgisayar > Monitör > Monitörler
269,28,"http://www.istanbulbilisim.com.tr/energizer-lchehusbsyip2-hightech-usb-1m-iphone-ipad-icin-30pin-to-fiyati,108093.html",Energizer LCHEHUSBSYIP2 HIGHTECH Usb 1m iPhone/iPad için 30pin To Usb Data + Şarj kablosu,115,Piller ve Şarj Aletleri > Energizer
270,42,"http://www.mediamarkt.com.tr/mcs/product/HP-CN054A-933XL-Mavi-Kartuş,103452,504965,1377437.html?langId=-14",HP CN054A 933XL Mavi Kartuş,20,Bilgisayar > Ofis Malzemeleri > Kartuşlar
271,273,http://www.vatanbilgisayar.com/3d-mars-850w-aluminyum-full-tower-siyah-kasa.html,GIGABYTE 3D MARS 850W ALUMINYUM FULL TOWER SİYAH KASA,159,OEM Ürünleri > Bilgisayar Kasaları > Full Tower > GIGABYTE
272,50,http://www.bizdehesapli.com/logitech-z150-75w-snow-white-speaker-system-b-urun-980-000815,LOGITECH Z150 75W SNOW WHITE SPEAKER SYSTEM (B),23,Bilgisayar > Çevre Birimleri > Speakerlar > LOGITECH Z150 75W SNOW WHITE SPEAKER SYSTEM (B)
273,113,http://www.incehesap.com/hp-c4906ae-kartus-fiyati-17372/,Hp C4906AE Siyah Kartuş 940XL (OJ PRO 8000-8500),172,Bilgisayar > Tüketim Malzemeleri > Kartuş
274,53,http://www.vatanbilgisayar.com/cp650aa-650-siyah-650-renkli-q8008a-60-sayfa-foto-kagidi.html,CP650AA 650 SİYAH+650 RENKLİ+Q8008A 60 SAYFA FOTO KAĞIDI,57,Tüketim Malzemeleri > Kartuş > HP
275,39,http://www.vatanbilgisayar.com/premiss-turkuaz-cam-banyo-tartisi.html,PREMISS TURKUAZ CAM BANYO TARTISI,255,Küçük Ev Aletleri > Kişisel Bakım Ürünleri > Baskül ve Teraziler > TEFAL
276,53,http://www.hizlial.com/kartus-hp-364-xl-cb324e-kirmizi/10227003,KARTUŞ HP 364 XL (CB324E) KIRMIZI,123,Bilgisayar > Yazıcı & Sarf Malzemeleri > Sarf Malzemeleri > Mürekkep Kartuşları
277,10,http://www.webdenal.com/s-link-slx-241_88691.html,Slx-241 Hdmı-dvı Dönüştürücü Hdmı Dişi Dvı 24+5 Erkek,72,Bilgisayar Ürünleri > Aksesuarlar > Çevirici
278,9899,"http://www.tvt.com.tr/LG-65UB980V-65-inc-165-cm-Ekran-Ultra-HD-4K-3D-Smart-LED-TV,PR-45551.html",LG 65UB980V 65 inç 165 cm Ekran Ultra HD 4K 3D Smart LED TV,75,Tüketici Elektroniği > Televizyon > LED TV
279,29,https://www.yuppigo.com/Hangars/HangarsDetay.aspx?Xmlluckys=ypg-270428&ADDISON-IP-262-7inc-PEMBE-KATLANABILIR-STANDLI-KILIF,ADDISON IP-262 7inc PEMBE KATLANABİLİR STANDLI KILIF,216,Telefon >  Cep Telefonu Aksesuarları >  Kılıflar
280,381,http://www.teknobiyotik.com/donanim/monitor/samsung-s19c150f-18-5-5ms-wide-screen-led-monitor.html,"Samsung S19C150F 18,5"" 5ms Wide Screen Led Monitör",272,Monitör
281,2811,http://www.bizdehesapli.com/iphone-6-plus-16gb-gumus-apple-turkiye-garantili-urun-IPH6-PLUS-16GB-GMS,Iphone 6 Plus 16GB Gümüş - Apple Türkiye Garantili,48,Telefon > Cep Telefonları > Iphone 6 Plus 16GB Gümüş - Apple Türkiye Garantili
282,1975,http://www.bedavacim.com.tr/Samsung-40H7000-LED-TV_16324.html,Samsung UE-40H7000 600hz 102 Ekran QuadCore Smart 3D LED TV,211,Televizyon > LED Televizyon > Samsung Led Tv
283,11,http://www.ereyon.com.tr/urun/utp-10m-patch-cord-26awg-cat5-gri-rj-458693661415539.aspx,Digitus DK-1511-100UTP 10M PATCH CORD 26AWG CAT5 GRI RJ-45,66,Bilgisayar > Ağ Ürünleri & Modem > Kablolar & Antenler
284,52,http://www.gold.com.tr/logitech-m317-kablosuz-silver-mouse-910-004183-_u,Logitech M317 Kablosuz Silver Mouse (910-004183),55,Bilgisayar > Çevre Birimleri > Mouse
285,52,http://www.vatanbilgisayar.com/slx-179-projeksiyon-vga-data-kablo-15m--gold.html,SLX-179 PROJEKSİYON VGA DATA KABLO 15M- (GOLD),102,Aksesuar Ürünleri > Kablolar > Görüntü Kabloları > S-LINK
286,43,"http://www.mediamarkt.com.tr/mcs/product/MICROSOFT-2EF-00003-3000-V2-2-4-GHz-1000-DPI-3-Tuşlu-Kablosuz-Mouse,103452,504947,827789.html?langId=-14","MICROSOFT 2EF-00003 3000 V2 2,4 GHz 1000 DPI 3 Tuşlu Kablosuz Mouse",133,Bilgisayar > Bilgisayar Bileşenleri > Mouse
287,56,http://www.incehesap.com/logitech-mk240-siyah-fiyati-25257/,Logitech MK240 Kablosuz Set Q TR Siyah (920-005789),179,Bilgisayar > Çevre Birimleri > Mouse
288,55,http://www.bizdehesapli.com/logitech-mk240-klavye-mouse-kablosuz-920-005789-urun-920-005789,LOGITECH MK240 Klavye+ Mouse Kablosuz (920-005789),179,Bilgisayar > Çevre Birimleri > Klavye Mouse Takımları > LOGITECH MK240 Klavye+ Mouse Kablosuz (920-005789)
289,59,http://www.bizdehesapli.com/hp-c8721e-siyah-inkjet-no-363-urun-C8721EE,HP C8721E Siyah INKJET NO 363,98,Bilgisayar > Yazıcı/Tarayıcı/Fax > Mürekkep Kartuşları > HP C8721E Siyah INKJET NO 363
290,127,http://www.bizdehesapli.com/zalman-cnps11x-performa-intel-amd-cpu-sogutucu-120mm-intel775-1155-1156-2011amd-am2-am3-fm1-urun-CNPS11X-PERF,"Zalman CNPS11X Performa Intel/AMD CPU Soğutucu 120mm,İntel775,1155,1156,2011AMD,AM2,AM3,FM1",203,"Bilgisayar > Bilgisayar Bileşenleri > Soğutucular > Zalman CNPS11X Performa Intel/AMD CPU Soğutucu 120mm,İntel775,1155,1156,2011AMD,AM2,AM3,FM1"
291,1399,http://www.bedavacim.com.tr/Sony-Xperia-Z2-D6503-Cep-Telefonu_19993.html,Sony Xperia Z2 D6503 Cep Telefonu,93,Telefon > Cep Telefonları
292,323,http://www.jettekno.com/Products-26738-microsoft-office-mac-home-student-2011-eng-box-gza-00277.html,Microsoft Office Mac Home Student 2011 Eng Box GZA-00277,64,Yazılım > Ticari Yazılımlar
293,423,http://www.exa.com.tr/asus/tablet_pc/asus_me176cx1b008a-513-22861.html,"Asus ME176CX-1B008A 1.33Ghz 8GB IPS 7"" Tablet",186,Bilgisayar > Tablet Pc
294,29,http://www.webdenal.com/s-link-sl-hv56_710394.html,Sl-hv56 Hdmi To Vga Çevirici,263,Bilgisayar Ürünleri > Aksesuarlar > Çevirici
295,199,http://www.teknosa.com/urunler/125084707/aral-dragon-age-inquisition-ps3-oyun,ARAL DRAGON AGE INQUISITION PS3 OYUN,21,OYUN &AMP; HOBİ > OYUN & YAZILIM > PLAYSTATION 3
296,269,http://www.webdenal.com/western-digital-wdbluz0010bsl-eesn_590699.html,"Wdbluz0010bsl-eesn My Passport For Mac 2.5"" 1tb Usb3.0/2.0",222,Bilgisayar Ürünleri > Veri Depolama > Taşınabilir Disk
297,1333,http://www.webdenal.com/hp-k0w08ea_708116.html,"Pavilion 11-n000nt X360 K0w08ea Pentium® N3540 4 Gb 750 Gb 11.6"" Win 8.1",36,Bilgisayar > Laptop
298,140,http://www.exa.com.tr/zalman/fan_ve_sogutucular/zalman_cnps11x-335-19108.html,Zalman CNPS11X Performa Intel/AMD CPU Soğutucu,203,Bilg.Parçaları > Fan ve Soğutucular
299,2744,http://www.pcdepo.com/apple-iphone-6-plus-16gb-cep-telefonu-gumus,Apple iPhone 6 Plus 16GB Cep Telefonu - Gümüş,48,Apple iPhone 6 Plus 16GB Cep Telefonu - Gümüş
300,79,http://www.kliksa.com/urun/tec-supports-vento-m-10-32-tam-donus-kabiliyetli-duvar-aski-aparati/900153584,TEC-SUPPORTS VENTO-M (10 -32 ) TAM DÖNÜŞ KABİLİYETLİ DUVAR ASKI APARATI,8,TV & Görüntü Sistemleri > TV Sehpa & Askı & Stand
301,40,http://www.eksenbilgisayar.com/urun/hp-933xl-yuksek-kapasiteli-camgobegi-orijinal-murekkep-kartusu-cn054ae.aspx,HP 933XL Yüksek Kapasiteli Camgöbeği Orijinal Mürekkep Kartuşu (CN054AE),20,Tüketim Ürünleri > Sarf Malzemeler > Toner
302,342,http://www.bizdehesapli.com/corsair-h100i-hydro-serisi-sivi-cpu-sogutma-sistem-urun-CW-9060009-WW,CORSAIR H100i Hydro Serisi Sıvı CPU Soğutma Sistem,16,Bilgisayar > Bilgisayar Bileşenleri > Soğutucular > CORSAIR H100i Hydro Serisi Sıvı CPU Soğutma Sistem
303,51,http://www.worldteknoloji.com/Products-23934-980-000815-logitech-z150-snow-beyaz-speaker.html,980-000815 Logitech Z150 SNOW Beyaz Speaker,23,Bilgisayar Bileşenleri > Hoparlör > Logitech
304,538,http://www.teknolojiankara.com/Products-URUN2081891-samsung-ht-h4550r-tk-bd-hts-ev-s304nemasi.html,SAMSUNG HT-H4550R/TK BD HTS EV SİNEMASI,118,Ev Elektroniği > Ev Sinema Sistemi > SAMSUNG
305,1187,http://www.dijitall.com/store/ProductDetails.aspx?productid=226767,"ARTRONIC 3kVA, LCD Ekran, 15 PC 5 dk, ON-LINE UPS OPTIMUM-L-3KVA",114,Bilgisayar > Donanım Parçaları > UPS / Güç Kaynağı
306,54,"http://www.istanbulbilisim.com.tr/hp-363-siyah-murekkep-kartusu-c8721e-fiyati,115369.html",HP 363 Siyah Mürekkep Kartuşu - C8721E,98,Mürekkep Kartuşları > HP
307,1701,http://www.webdenal.com/sony-xperia-z2-16gb-beyaz_697880.html,Xperıa Z2 16gb 20.7mp Full Hd Beyaz,93,Telefon > Cep Telefonu
308,20,http://www.vatanbilgisayar.com/pc-dirt-2.html,PC DIRT 2,24,Yazılım > Oyunlar > PC > ARAL
309,135,"http://www.tvt.com.tr/iPod-Shuffle-2GB-Mor-MD777TZA,PR-34921.html",iPod Shuffle 2GB - Mor MD777TZ/A,184,iPod
310,38,http://www.bizdeuygun.com/Philips-SHL3000BL-Kulaklik_146351.html,Philips SHL3000BL,266,Elektronik > Kulaklıklar
311,224,http://www.incehesap.com/philips-203v5lsb26-monitor-fiyati-23729/,"Phılıps 203V5LSB26 5ms 19.5"" Led Monitör",31,Bilgisayar > Monitör > LED Monitör
312,199,http://www.ucuzlukcu.com/urunler/psx3-dragon-age-inquisition-mnkga/,PSX3 DRAGON AGE INQUISITION,21,Bilgisayar > Yazılım Ürünleri > Oyunlar > PlayStation 3 Oyunları
313,1666,http://www.vatanbilgisayar.com/960gb-v310-serisi-sata-30-cache-ssd-okuma-hizi-450mb-_-yazma-hizi-450mb.html,Kingston 960GB V310 Serisi Sata 3.0 Cache SSD (Okuma 450MB / Yazma 450MB),82,OEM Ürünleri > Solid State Disk > KINGSTON
314,60,http://www.vatanbilgisayar.com/lcaehusyippk2-lightning-usb-data-ve-sarj-kablosu-1m--pembe.html,LCAEHUSYIPPK2 LIGHTNING USB DATA VE ŞARJ KABLOSU 1M- (PEMBE),270,Aksesuar Ürünleri > Kablolar > USB Bağlantı Kabloları > ENERGIZER
315,876,http://www.hizlial.com/samsung-500gb-850-evo-25-sata-30-ssd-disk-mz-75e500bw/10576425,"Samsung 500GB 850 Evo 2,5"" Sata 3.0 Ssd Disk (MZ-75E500BW)",164,Bilgisayar > Veri Depolama
316,291,"http://www.istanbulbilisim.com.tr/pwr-hd6790-1gb-d5-powercolor-ekran-karti-en-ucuz-fiyatlari,62278.html",Powercolor PWR-HD6790-1GB-D5 / VGA 1GB ATI HD 6790 GDDR5 DH Ekran Kartı,243,Ekran Kartları > POWERCOLOR
317,31,http://www.vatanbilgisayar.com/frisby-fk-158qu-kablolu-klavye-mouse-set.html,FRISBY FK-158QU KABLOLU KLAVYE MOUSE SET,202,OEM Ürünleri > Klavyeler > Klavye Mouse Set > FRISBY
318,243,http://www.hizlial.com/creative-sound-blaster-evo-usb-oyun-kulaklik/10536288,Creative Sound Blaster Evo Usb Oyun Kulaklık,282,Bilgisayar > Çevre Birimleri > Kulaklık
319,19,http://www.ucuzlukcu.com/urunler/pc-dishonored-aemlo/,PC DISHONORED,232,Bilgisayar > Yazılım Ürünleri > Oyunlar > Bilgisayar Oyunları
320,29,http://www.bimeks.com.tr/urun/144837/frisby-fk-158qu-multimedya-kablolu-usb-klavye-mouse-set-.aspx,Frisby FK-158QU Multimedya Kablolu USB Klavye Mouse Set,202,Bilgi Teknolojileri > Çevre Birimi > Klavye & Mouse Set > Frisby FK-158QU Multimedya Kablolu USB Klavye Mouse Set
321,44,http://www.vatanbilgisayar.com/frisby-fk-w98qu-q-kablosuz-klavye-mouse-set.html,FRISBY FK-W98QU Q KABLOSUZ KLAVYE MOUSE SET,77,OEM Ürünleri > Klavyeler > Klavye Mouse Set > FRISBY
322,703,http://www.vatanbilgisayar.com/c460w-lazer-yazici-tarayici-fotokopi.html,"C460W LAZER YAZICI ,TARAYICI ,FOTOKOPİ",244,Yazıcı > Lazer Çok Fonksiyonlu Yazıcılar > Renkli > SAMSUNG
323,13,http://www.webdenal.com/sandisk-sdcz52-008g-b35_378284.html,Sdcz52-008g-b35 Cruzer Switch 8gb Usb Flash Bellek,191,Bilgisayar Ürünleri > Veri Depolama > USB Flash Bellek > 8 GB
324,16,http://www.vatanbilgisayar.com/slx-m921-rj-45-erkek_erkek-korumali-kilifli-metal-uclu-kablo-5m.html,SLX-M921 RJ 45 ERKEK/ERKEK KORUMALI KILIFLI METAL UÇLU KABLO 5M,224,Aksesuar Ürünleri > Kablolar > Network Kabloları > S-LINK
325,246,http://www.exa.com.tr/canon/tonerler/canon_crg731m-373-22378.html,Canon CRG-731M Toner Kartuş Kırmızı,233,Sarf > Tonerler
326,142,http://www.vatanbilgisayar.com/kingston-4gb-hyperx-savage-red-ddr3-1600mhz-cl9-pc-ram.html,Kingston 4GB Hyperx Savage RED DDR3 1600MHz CL9 PC Ram HX316C9SR/4,146,OEM Ürünleri > Bellekler > PC > KINGSTON
327,648,http://www.vatanbilgisayar.com/corsair-graphite-serisi™-780t-full-tower-beyaz-pencereli-kasa.html,CORSAIR GRAPHITE SERİSİ™ 780T FULL TOWER BEYAZ PENCERELİ KASA,67,OEM Ürünleri > Bilgisayar Kasaları > Full Tower > CORSAIR
328,59,http://www.sanalreyonum.com/airties-air-2411-300mbps-11n-kablosuz-usb-adaptor.html,AirTies Air 2411 300mbps 11N Kablosuz USB Adaptör,80,
329,168,http://www.teknobiyotik.com/cevre-birimleri/ses-ve-goruntu-urunleri/kulaklik-mikrofon-headset/logitech-g230-stereo-oyuncu-kulaklik-981-000540.html,Logitech G230 Stereo Oyuncu Kulaklık (981-000540),212,Ses - Görüntü Ürünleri > Kulaklık
330,1079,http://www.bimeks.com.tr/urun/144062/samsung-galaxy-tab-4s-sm-t800-10-5--tablet-pc-beyaz.aspx,"Samsung Galaxy Tab 4S SM-T800 10,5'' Tablet Pc Beyaz Android 4.4 KitKat Tablet PC",112,"Bilgi Teknolojileri > Bilgisayarlar > Tablet > Samsung Galaxy Tab 4S SM-T800 10,5'' Tablet Pc Beyaz"
331,549,http://www.vatanbilgisayar.com/s800c-16-mp-35-lcd-ekran-dijital-fotograf-makinesibeyaz.html,"NIKON S800C 16 MP 3,5"" LCD EKRAN DIJITAL FOTOĞRAF MAKİNESİ(BEYAZ)",78,Tüketici Elektroniği > Fotoğraf Makinesi > Dijital Kompakt > NIKON
332,513,http://www.buroteknik.com/tefal-gv8930-pro-express-buhar-jeneratorlu-utu_123199.html,Tefal GV8930 Pro Express Buhar Kazanlı Ütü,178,Ev ve Mutfak Cihazları > Elektrikli Ev Aletleri > Ütü
333,30,http://www.vatanbilgisayar.com/hm118874-iphone-5-kilifi-dual--pembe.html,"HM.118874 İPHONE 5 KILIFI ""DUAL"" (PEMBE)",185,Aksesuar Ürünleri > Çantalar ve Kılıflar > Telefon Kılıfları > HAMA
334,34,http://www.webdenal.com/caselogic-cats110k-10-uyumlu-tablet-pc-kilifi-siya_698640.html,"Cats110k 10"" Uyumlu Tablet Pc Kılıfı Siyah Renk",229,Telefon > Cep Telefonu Aksesuar > Cep Telefonu Kılıfları
335,40,http://www.buroteknik.com/X360-MEDAL-OF-HONOR-WARFIGHTER_161027.html,X360 MEDAL OF HONOR WARFIGHTER,62,Oyun ve Oyun Konsolları > Xbox 360 Oyunları
336,249,http://www.deveyuku.com/urun/fakir-rh-12-halojenli-12-dilim-yagli-radyator_52300.aspx,Fakir RH-12 Halojenli 12 Dilim Yağlı Radyatör,183,Yağlı Radyatörler > Resim > Fakir > Fakir RH-12 Halojenli 12 Dilim Yağlı Radyatör
337,538,http://www.vatanbilgisayar.com/7100-standart-kapasite-kirmizi-toner.html,7100 STANDART KAPASİTE KIRMIZI TONER 106R02607,259,Tüketim Malzemeleri > Toner > XEROX
338,231,http://www.bilisimport.com/xigmatek-cpa-070bcd-u42-700w-82plus-bronze-power-supply,Xigmatek CPA-070BCD-U42 700W 82Plus Bronze Power Supply,225,OEM & Çevre Birimleri > Güç Kaynakları (power supply)
339,1650,http://www.bizdeuygun.com/SAPPHIRE-R9-290X-4GB-GDDR5-512BIT-TRI-X-OC-PCI-E_160132.html,SAPPHIRE R9 290X 4GB GDDR5 512BIT TRI-X OC PCI-E,223,Bilgisayar > Bilgisayar Bileşenleri > Ekran Kartları
