id,Product_Prices,Original_Crawled_URLs,Raw_Entire_Dataset,Product_Classes,Raw_Product_Categories
224,80,http://www.deposhop.com/urun/creative-a120-21-speaker-siyah-9w,Creative A120 2+1 Speaker Siyah (9W),25,Çevre Birimleri > Hoparlörler
225,1699,http://www.gold.com.tr/samsung-galaxy-alpha-g850fq-beyaz-cep-telefonu_u,Samsung Galaxy Alpha G850FQ Beyaz Cep Telefonu,9,Telefon > Cep Telefonu > Akıllı Telefonlar
226,41,http://www.ucuzlukcu.com/urunler/addison-ip-262-pembe-7-tablet-pc-kilifi-standli-nicjl/,Addison IP-262 Pembe 7` Tablet Pc Kılıfı Standlı,216,Bilgisayar > Tablet > Tablet Pc Aksesuarları > Kılıflar
227,34,http://www.kliksa.com/urun/brother-lc-47c-4977766627962/900174622,BROTHER LC-47C-4977766627962,59,Bilgisayar > Yazıcılar > Kartuş-Toner-Drum
228,27,http://www.bizdehesapli.com/s-link-sl-hv56-hdmi-to-vga-cevirici-kablo-urun-SL-HV56,S-LINK SL-HV56 HDMI To VGA Çevirici Kablo,263,Bilgisayar > Aksesuarlar > Çeviriciler > S-LINK SL-HV56 HDMI To VGA Çevirici Kablo
229,42,http://www.kliksa.com/urun/transcend-premium-uhs-i-16gb-u1-45mbs-300x-micro-sdhc-adaptorlu-hafiza-karti/901987264,TRANSCEND PREMIUM UHS-I 16GB U1 45MB/s (300X) MICRO SDHC ADAPTORLU HAFIZA KARTI,273,Telefon > Telefon Hafıza Kartları
230,43,http://www.teknosa.com/urunler/125180559/canon-cli-551c-mavi-kartus,CANON CLI-551C MAVİ KARTUŞ,10,BİLGİSAYAR > SARF MALZEMELERİ > TONER & KARTUŞ
231,50,http://www.extraucuzluk.com/urun/logitech-z150-3w-rms-multimedya-hoparlor-beyaz_196597.aspx?CatId=163,LOGITECH Z150 3W RMS MULTIMEDYA HOPARLÖR BEYAZ,23,Bilgisayar > Bilgisayar Bileşenleri > Hoparlörler
232,97,http://www.jettekno.com/Products-13818-corsair-value-4gb-1333mhz-ddr3-cl9-pc-ram-cmv4gx3m1a1333c9.html,CORSAIR Value 4GB 1333Mhz DDR3 CL9 Pc Ram CMV4GX3M1A1333C9,94,OEM > Bellekler
233,299,http://www.kliksa.com/urun/philips-gc486037-azur-10yil-utusu/902216540,PHILIPS GC4860/37 AZUR 10.YIL ÜTÜSÜ,145,Elektrikli Ev Aletleri > Ütü
234,4939,http://www.bedavacim.com.tr/Samsung-UE-55HU7500-LED-Televizyon_17555.html,Samsung UE-55HU7500 LED Televizyon,152,Televizyon > LED Televizyon > Samsung Led Tv
235,36,http://www.bimeks.com.tr/urun/113571/microsoft-wireless-mobile-mouse-3000-2ef-00003-.aspx,Microsoft Wireless Mobile Mouse 3000 (2EF-00003),133,Bilgi Teknolojileri > Çevre Birimi > Mouse > Microsoft Wireless Mobile Mouse 3000 (2EF-00003)
236,20,http://www.bilisimport.com/snopy-sn-50-kirmizi/siyah-kulaklikli-mikrofon,SNOPY SN-50 KIRMIZI/SIYAH KULAKLIKLI MIKROFON,121,OEM & Çevre Birimleri > Kulaklık & Mikrofon > Kulaklıklı Mikrofon
237,59,http://www.teknosa.com/urunler/125044004/targus-thd03804eu-click-in-ipad-air-acik-pembe-kil,TARGUS THD03804EU CLICK-IN IPAD AIR AÇIK PEMBE KILIF,234,BİLGİSAYAR > TABLET PC AKSESUARI
238,10,http://www.vatanbilgisayar.com/8gb-cruzer-switch--usb-bellek.html,Sandisk 8GB Cruzer Switch USB 2.0 Bellek SDCZ52-008G-B35,191,OEM Ürünleri > USB Bellek > SANDISK
239,54,http://www.webdenal.com/logitech-z150-980-000814_627164.html,Z150 1+1 Siyah Speaker 6w 980-000814,23,Bilgisayar Ürünleri > Çevre Birimleri > Hoparlörler
240,373,http://www.eksenbilgisayar.com/store/ProductDetails.aspx?productid=98245,CORSAIR Hydro H100i Performans Sıvı Soğutma Sistemi LGA 1155/1136/2011/1156/AMD/AM2/AM3/FM1/FM2,16,Bilgisayar Bileşenleri > Overclock ve Soğutma > Sıvı Soğutma
241,28,http://www.ereyon.com.tr/urun/company-of-heroes-game-of-the-yeararl862.aspx,COMPANY OF HEROES GAME OF THE YEAR,157,Hobi & Oyun Konsolları > Oyun&Oyun Konsolu > Bilgisayar Oyunları
242,145,http://www.ereyon.com.tr/urun/zalman-cnps11x-cpu-fani.aspx,Zalman CNPS11X Performa 120mm V-tipi Çift Isı LGA2011 Cpu Fanı,203,Bilgisayar > Bilgisayar Bileşenleri > Overclock / Soğutucular
243,699,http://www.vatanbilgisayar.com/p510-161-mp-3-lcd-dijital-fotograf-makinesi-gumus.html,"P510 16.1 MP 3"" LCD DIJITAL FOTOĞRAF MAKİNESİ (GÜMÜŞ)",132,Tüketici Elektroniği > Fotoğraf Makinesi > Dijital Kompakt > NIKON
244,17,http://www.vatanbilgisayar.com/learn-to-speak-german-deluxe-10.html,LEARN TO SPEAK GERMAN DELUXE 10,196,Yazılım > Eğitim Yazılımları > EUROSOFT
245,1274,http://www.dijitall.com/hp-n3540-11.6-2.16ghz-11-n000nt-4gb/750gb/win8-k0w08ea,HP K0W08EA Notebook,36,Bilgisayar > Notebook / Laptop
246,38,http://www.vatanbilgisayar.com/mikado-md-10bt-tf-kart-fm-destekli-bluetooth-sarjli-speaker--kirmizi.html,MIKADO MD-10BT TF Kart+FM Destekli Bluetooth Şarjlı Speaker - Kırmızı,7,Çevre Birimleri > Hoparlör Speaker > Bluetooth Hoparlör > MIKADO
247,145,http://www.deveyuku.com/urun/delonghi-icm15250kahve-makinasi_124169.aspx,Delonghi ICM15250 Kahve Makinası,127,Espresso & Cappuccino Mak. > Resim > Delonghi > Delonghi ICM15250 Kahve Makinası
248,112,http://www.ucuzlukcu.com/urunler/energizer-lcaehusyippk2-lightning-usb-1m-pembe-data-sarj-kablosu-drhaz/,Energizer LCAEHUSYIPPK2 LIGHTNING Usb 1m Pembe Data + Şarj kablosu,270,Bilgisayar > Sarf Malzemeleri > Kablolar > Usb Kablolar
249,35,http://www.buroteknik.com/hp-cn054a-kartus_61838.html,HP CN054A 933XL Officejet 6100 6600 6700 Mavi Kartuş,20,Toner Kartuş Şerit > Kartuş
250,22,http://www.vatanbilgisayar.com/sa-203a-ipad-icin-micro-sd-kart-okuyucu.html,SA-203A IPAD İÇİN Micro SD KART OKUYUCU,119,Aksesuar Ürünleri > Bağlantı Cihazları ve Çeviriciler > Çeviriciler > SKYPAL
251,460,http://www.worldteknoloji.com/Products-26741-asus-dsl-ac68u-6001300mbps-4-port-gbit-kablosuz-adsl2-vpn-dual-wan-modem-router-3-x-antenli.html,"ASUS DSL-AC68U 600+1300Mbps 4 Port GBit Kablosuz , ADSL2+ Vpn Dual Wan Modem Router (3 x Antenli)",142,Bilgisayar Bileşenleri > Adsl / Kablonet Modemler > ASUS
252,1949,https://www.yuppigo.com/Hangars/HangarsDetay.aspx?Xmlluckys=ypg-322810&Sony-Xperia-Z2-D6503-Resmi-Distributor-Garantili,Sony Xperia Z2 D6503 (Resmi Distribütör Garantili),93,Telefon >  Cep Telefonları >  Cep Telefonu & Smartphone >  Smartphone
253,40,http://www.bilisimport.com/energizer-lcaehjackpk2-1.5m-3.5mm-jack-to-3.5mm-jack-pembe-ses-kablosu,Energizer LCAEHJACKPK2 1.5m 3.5mm Jack to 3.5mm Jack Pembe Ses Kablosu,150,Aksesuar & Sarf Malz. > Kablolar > Ses Kabloları
254,224,http://www.exa.com.tr/hp/yazici_cesitleri_kategorisinde/hp_d4h22c-345-21649.html,HP D4H22C Avantajlı DeskJet 2645 Fax/Yz/Tar/Fot-A4,40,Yazıcı > Yazıcı Çeşitleri
255,49,http://www.teknosa.com/urunler/110261603/philips-shl3000bl00-mavi-kafa-bantli-kulaklik,PHILIPS SHL3000BL/00 MAVİ KAFA BANTLI KULAKLIK,266,SES VE GÖRÜNTÜ > KULAKLIK
256,9699,http://www.vatanbilgisayar.com/nikon-d810-32-363-mp-dslr-fotograf-makinesi-body.html,"NIKON D810 3.2"" 36.3 MP DSLR FOTOĞRAF MAKİNESİ (BODY)",262,Tüketici Elektroniği > Fotoğraf Makinesi > Dijital SLR > NIKON
257,241,"http://www.istanbulbilisim.com.tr/xigmatek-ccc-ae37bs-u51-asgard-pro-500w-siyah-usb-3-0-2-12cm-fan-fiyati,110053.html",Xigmatek CCC-AE37BS-U51 ASGARD PRO 500W Siyah Usb 3.0 2*12cm Fan Kasa,44,Bilgisayar Kasası > XİGMATEK
258,2377,http://www.bilisimport.com/nikon-d7000-18-105mm-vr-kit,Nikon D7000 18-105mm VR KİT,242,Fotoğraf & Kamera > SLR Fotoğraf Makineleri
259,159,http://www.gold.com.tr/ipod-shuffle-2gb-md777tz-a-mor-mp3-calar_u,iPod Shuffle 2GB MD777TZ/A Mor MP3 Çalar,184,Elektronik > Ses ve Görüntü Sistemleri > Medya Oynatıcılar > MP3 - MP4 Oynatıcı
260,17,http://www.webdenal.com/everest-km-240_731944.html,Km-240 Usb Kırmızı 2.4ghz Optik Kablosuz Mouse,74,Bilgisayar Ürünleri > Çevre Birimleri > Mouse
261,1191,http://www.pcdepo.com/hp-pavilion-k0w08ea-k0w08ea-touch,HP Pavilion K0W08EA TOUCH Ultrabook,36,HP Pavilion K0W08EA TOUCH Ultrabook
262,40,"http://www.hemensepet.com/U215400,5569,microsoft-2ef-00003-kablosuz-nano-3000-usb-siyah-mouse-kablosuz-microsoft.htm",MICROSOFT 2EF-00003 KABLOSUZ NANO 3000 USB SİYAH MOUSE,133,Bilgisayar > Çevre Birimleri > Mouse > Kablosuz
263,48,http://www.vatanbilgisayar.com/cli-526bk-photo-siyah-kartus-ip4850.html,CLI-526BK Siyah Kartuş IP4850,180,Tüketim Malzemeleri > Kartuş > CANON
264,25,http://www.kliksa.com/urun/sandisk-16-gb-class-10-ultra-sd-hafiza-karti-sdsdu-016g-u46/900185422,SANDISK 16 GB CLASS 10 ULTRA SD HAFIZA KARTI SDSDU-016G-U46,95,Fotoğraf Makinesi ve Kamera > Hafıza Kartları
265,2775,http://www.extraucuzluk.com/urun/apple-iphone-6-plus-16-gb-uzaygri-mga82tua-dist_288143.aspx?CatId=149,APPLE İPHONE 6 PLUS 16 GB UZAYGRİ MGA82TUA DİST,48,En Yeniler
266,1999,http://www.vatanbilgisayar.com/lg-42lb670v-42107-cm-3d-fhd-smart-led-tv-cmr-700-hz-dahili-uydu-2-gozluk.html,LG 42LB670V 42''(107 CM) 3D FHD SMART LED TV-CMR 700 HZ DAHİLİ UYDU 2 GÖZLÜK,70,Tüketici Elektroniği > Televizyon > 3D LED > LG
267,41,http://www.exa.com.tr/hp/murekkep_kartuslari/hp_cn054a-372-21868.html,Hp CN054A Mürekkep Kartuş Mavi (933XL),20,Sarf > Mürekkep Kartuşları
268,207,http://www.ereyon.com.tr/urun/philips-193v5lsb2/62.aspx,"Philips 193V5LSB2-62 18.5"" 5ms D-Sub Siyah Led Monitör",156,Bilgisayar > Çevre Birimleri > Monitörler
269,136,http://www.jettekno.com/Products-23937-logitech-981-000540-g230-kafa-bantli-mikrofonlu-gaming-kulaklik.html,Logitech 981-000540 G230 Kafa Bantlı Mikrofonlu Gaming Kulaklık,212,Çevre Birimleri > Kulaklık/Mikrofon
270,1236,http://www.telepanya.com/asp/product/83503/-CANON-MF6140DN-LAZER-COK-FONK-YAZ-TAR-FOT-FAX-A4,CANON MF6140DN LAZER ÇOK FONK. YAZ/TAR/FOT/FAX - A4,18,Bilgisayarlar > Yazıcı & Tarayıcı > Çok Fonk.Yazıcılar
271,979,http://www.hizlial.com/samsung-galaxy-tab-s-t800-105-16gb-tablet-beyaz/10422980,"Samsung Galaxy Tab S T800 10.5"" 16GB Tablet Beyaz",112,Bilgisayar > Tablet & Aksesuarları > Tablet
272,266,http://www.vatanbilgisayar.com/corsair-8gb-vengeance-ddr3-1600mhz-cl9-siyah-tek-modul-ram.html,CORSAIR 8GB Vengeance DDR3 1600MHz CL9 Siyah Tek Modül Ram CMZ8GX3M1A1600C9,228,OEM Ürünleri > Bellekler > PC > CORSAIR
273,521,http://www.bedavacim.com.tr/GIGABYTE-GA-Z97X-GAMC4B0NG-5-DDR3-1600MHZ-SES-VGA-GLAN16X-4DIMM-DVI-HDMI-ATX-1150P_21147.html,GIGABYTE GA-Z97X-GAMİNG 5 DDR3 1600MHZ SES VGA GLAN16X 4*DIMM DVI HDMI ATX 1150P,126,Bilgisayar > Bilgisayar Bilesenleri > Anakartlar
274,2760,http://www.jettekno.com/Products-27155-apple-iphone-6-plus-bar-space-gray-8mp-55--16gb-distributor.html,Apple İphone 6 Plus Bar Space Gray 8mp 5.5 16Gb Distribütör,48,Cep Telefonları
275,86,http://www.hizlial.com/serit-oki-44173405-ml57205790/10226976,ŞERİT OKI 44173405 ML5720/5790,105,Bilgisayar > Yazıcı & Sarf Malzemeleri > Sarf Malzemeleri > Şerit
276,35,"http://www.istanbulbilisim.com.tr/s-link-slx-179-vga-m-m-15m-monitor-kablosu-fiyati,141162.html",S-link SLX-179 VGA M/M 15m Monitör Kablosu,102,Antenler / Kablolar > S-Link
277,96,http://www.buroteknik.com/hp-c4906a-kartus_11460.html,HP C4906A 940XL OfficeJet Pro 8000 8500 Siyah Kartuş,172,Toner Kartuş Şerit > Kartuş
278,208,"http://www.nasabilgisayar.com/Canon-CRG-731C-Toner-Kartus-Mavi,PR-7435219.html",Canon CRG-731C Toner Kartuş Mavi,137,Baskı Ürünleri > Aksesuar ve Sarf > Toner
279,349,http://www.buroteknik.com/ms-office-mac-home-student-2011-eng_110875.html,MS Office Mac Home Student 2011 Eng,64,Bilgisayar Tablet Yazıcı > Yazılım > Office Yazılımları
280,249,http://www.teknobiyotik.com/donanim/monitor/philips-193v5lsb2-62-18-5-5ms-wide-screen-lcd-monitor.html,"Philips 193V5LSB2/62 18,5"" 5ms Wide Screen Lcd Monitör",156,Monitör
281,205,http://www.vatanbilgisayar.com/25-1tb-backup-plus-slim-usb30-_-usb20-siyah-tasinabilir-disk.html,"Seagate 2,5"" 1TB Backup Plus Slim USB3.0 / USB2.0 Siyah Taşınabilir Disk",116,OEM Ürünleri > Harici Diskler > 2.5 Diskler > SEAGATE
282,52,http://www.webdenal.com/hp-cb324e_90889.html,364xl Kırmızı Mürekkep Kartuş Cb324ee / Cb324e,123,Bilgisayar Ürünleri > Tüketim Malzemeleri > Kartuş
283,849,http://www.hizlial.com/pioneer-avh-x1500dvd-2din-61-dokunmatik-ekranli-oto-multimedya-sistemi/10326277,"Pioneer AVH-X1500DVD 2DIN 6.1"" Dokunmatik Ekranlı Oto Multimedya Sistemi",231,Oto Aks & Navigasyon > Oto Ses ve Görüntü Sistemleri > Araç İçi Multimedya ve Görüntü Sistemleri
284,1818,http://www.worldteknoloji.com/Products-25906-lg-42lb670v-42-106-ekran-700hz-2-gozluk-full-hd-3d-led-smart-tv-uydu.html,LG 42LB670V 42 106 Ekran 700Hz +2 Gözlük Full HD 3D Led Smart TV Uydu,70,Tüketici Elektroniği > Televizyonlar > LG
285,149,http://www.teknosa.com/urunler/110361542/apple-ipod-shuffle-5-nesil-2gb-md777tza-mor-mp3-pl,APPLE IPOD SHUFFLE 5 NESİL 2GB - (MD777TZ/A) MOR MP3 PLAYER,184,MP3 > MP3 ÇALAR
286,122,http://www.vatanbilgisayar.com/tarthd03804eu-click-in-ipad-air-kilif--pembe.html,TARTHD03804EU CLİCK-IN IPAD AİR KILIF- (PEMBE),234,Aksesuar Ürünleri > Çantalar ve Kılıflar > Tablet Kılıfları > TARGUS
287,21,http://www.birnumaram.com/PC-FAR-CRY-3-fiyatlari.html,PC FAR CRY 3,56,Oyun Dünyası > Oyunlar
288,58,http://www.buroteknik.com/hp-cb324e-kartus_11423.html,HP CB324E 364XL Photosmart B8550 Kırmızı Kartuş,123,Toner Kartuş Şerit > Kartuş
289,165,http://www.deveyuku.com/urun/korkmaz-a409-dynamica-kati-meyve-sikacagi_163802.aspx,Korkmaz A409 Dynamica Katı Meyve Sıkacağı,143,Meyve Sıkacağı > Resim > Korkmaz > Korkmaz A409 Dynamica Katı Meyve Sıkacağı
290,50,http://www.sanalreyonum.com/x360-medal-honor-warfighter.html,X360 MEDAL OF HONOR WARFIGHTER,62,
291,17,http://www.teknosa.com/urunler/110271427/hama-hm-122295-3-5mm-2rca-stereo-siyah-1s-1-5m,"HAMA HM 122295 3 5mm - 2RCA, Stereo Siyah 1S 1 5m",219,SES VE GÖRÜNTÜ > KABLO > KABLOLAR
292,59,http://www.kliksa.com/urun/air-2411-dual-band-kablosuz-ag-erisim-cihazi/900187620,Air 2411 Dual Band Kablosuz Ağ Erişim Cihazı,80,Bilgisayar > Ağ Modem > Wireless Adaptör
293,23,http://www.incehesap.com/frisby-fhc-2530s-hdd-kutusu-fiyati-22924/,Frısby Fhc-2530S 2.5 Sata Usb 3.0 9.5mm HD,130,Bilgisayar > Bilgisayar Bileşenleri > Harddisk > Harddisk Aksesuarı
294,41,http://www.bilisimport.com/s-link-slx-35a-usb-3.5-dahili-usb-3.0--kart-okuyucu,S-link SLX-35A Usb 3.5 Dahili Usb 3.0 + Kart Okuyucu,235,OEM & Çevre Birimleri > Kart Okuyucular
295,209,http://www.worldteknoloji.com/Products-24259-hp-d4h22c-deskjet-2645-renkli-inkjet-yazici-a4-fotokopi-tarayici-usb-20.html,HP D4H22C Deskjet 2645 Renkli Inkjet Yazıcı A4 Fotokopi Tarayıcı USB 2.0,40,Baskı Ürünleri > Yazıcılar > HP
296,326,http://www.vatanbilgisayar.com/a367-05-cay-kahve-makinesi-beyaz.html,A367-05 ÇAY KAHVE MAKİNESİ BEYAZ,110,Küçük Ev Aletleri > Mutfak Ürünleri > Çay Kahve Makinesi > KORKMAZ
297,73,http://www.eksenbilgisayar.com/urun/creative-sbs-a120-21-9w-rms-hoparlor-siyah.aspx,CREATIVE SBS A120 2+1 9W RMS Siyah Hoparlör,25,Çevre Birimler > Hoparlör
298,39,http://www.bedavacim.com.tr/AIRTIES-AIR-2411-300mbps-11N-KABLOSUZ-USB-ADAPTOR_18394.html,AIRTIES AIR-2411 300mbps 11N KABLOSUZ USB ADAPTOR,80,Bilgisayar > Ag / Modem > Wireless Adaptör
299,32,http://www.bilisimport.com/s-link-slx-935-scart-2m-goldkilifli-kablo,S-link SLX-935 SCART 2m Gold+Kılıflı Kablo,61,Aksesuar & Sarf Malz. > Kablolar > SCART Kabloları
300,2849,http://www.gold.com.tr/iphone-6-plus-16gb-space-gray-cep-telefonu_u,iPhone 6 Plus 16GB Space Gray Cep Telefonu - !! AYNI GÜN TESLİM !!,48,Telefon > Cep Telefonu > Akıllı Telefonlar
301,39,http://www.incehesap.com/hp-cn054a-mavi-fiyati-24602/,Hp CN054A Mavi Kartuş (6100/6600) No:933XL,20,Bilgisayar > Tüketim Malzemeleri > Kartuş
302,20,http://www.bilisimport.com/s-link-slx-422-2m-dijital-optik-ses-kablosu,S-link SLX-422 2m Dijital Optik Ses Kablosu,214,Aksesuar & Sarf Malz. > Kablolar > Ses Kabloları
303,199,"http://www.nasabilgisayar.com/HP-CN623AE-971-MACENTA-OFFICEJET-MUREKKEP-KARTUSU,PR-6844716.html",HP CN623AE (971) MACENTA OFFICEJET MUREKKEP KARTUSU,239,Baskı Ürünleri > Aksesuar ve Sarf > Kartuş
304,382,http://www.deposhop.com/urun/airties-5750-adsl2/vdsl-1600-mbps-11-ac-modem,AirTies 5750 ADSL2+/VDSL 1600 Mbps 11 AC Modem,76,Çevre Birimleri > ADSL Modemler
305,237,http://www.ucuzlukcu.com/urunler/cooler-master-silent-pro-550w-80-gold-guc-kaynagi-rs550-80gaj3-eu-wsdug/,Cooler Master Silent Pro 550W 80+ Gold Güç Kaynağı (RS550-80GAJ3-EU),268,Bilgisayar > Bilgisayar Bileşenleri (O.E.M) > Güç Kaynakları (PSU)
306,899,"http://www.mediamarkt.com.tr/mcs/product/SONY-Xperia-M2-Siyah-8-GB-Akıllı-Telefon,103452,504172,1363125.html?langId=-14",SONY Xperia M2 Siyah 8 GB Akıllı Telefon,38,Telefon > Cep Telefonları > Akıllı Telefon
307,1199,http://www.teknosa.com/urunler/125090817/canon-mf6140dn-laser-multifunction-yazici,CANON MF6140DN LASER MULTIFUNCTION YAZICI,18,BİLGİSAYAR > YAZICI & TARAYICI > YAZICI
308,1319,https://www.yuppigo.com/Hangars/HangarsDetay.aspx?Xmlluckys=ypg-369073&HP-K0W08EA-11-n000nt-N3540-4G-750G-116-W8-Touch,HP K0W08EA 11-n000nt N3540 4G 750G 11.6 W8 Touch,36,Bilgisayar >  Bilgisayarlar >  Dizüstü Bilgisayar (Notebook)
309,929,http://www.escmarket.com/samsung-sm-t800-tabs-105-white-tablet-pmu1138,Samsung SM-T800 TABS 10.5 White Tablet,112,Android Tablet > Samsung Galaxy
310,485,http://www.hizlial.com/corsair-240gb-force-gs-serisi-sata-30-ssd-disk-cssd-f240gbgs-bk/10305669,Corsair 240GB Force GS Serisi Sata 3.0 Ssd Disk (CSSD-F240GBGS-BK),197,Bilgisayar > Veri Depolama
311,127,http://www.ucuzlukcu.com/urunler/zalman-cnps11x-performa-intel-lga-775-1156-1366-1155-2011-amd-fm2-am2-am2-am3-am3-fm1-islemci-sogutucu-falbe/,Zalman CNPS11X Performa Intel LGA/775/1156/1366/1155/2011 - AMD FM2/AM2+/AM2/AM3+/AM3/FM1 İşlemci Soğutucu,203,Bilgisayar > Bilgisayar Bileşenleri (O.E.M) > Soğutucular / Overclock > İşlemci Soğutucular
312,135,http://www.teknosa.com/urunler/110021337/pioneer-ts-g132ci-oto-hoparlor,PIONEER TS-G132Ci OTO HOPARLÖR,83,SES VE GÖRÜNTÜ > OTO ÜRÜNLERİ / SİSTEMLERİ > OTO HOPARLÖRÜ
313,59,http://www.vatanbilgisayar.com/c8721e-siyah-kartus-no363-ps-825032103310.html,"C8721E Siyah Kartuş No:363 PS 8250,3210,3310",98,Tüketim Malzemeleri > Kartuş > HP
314,17,http://www.ucuzlukcu.com/urunler/snopy-sg-650-usb-siyah-joystick-upkbr/,Snopy SG-650 USB Siyah Joystick,269,Oyuncu Ürünleri > Oyun Kontrolleri > Gamepad
315,1251,http://www.vatanbilgisayar.com/mfc-9140dn-yazici-tarayici-fotokopi-faks.html,"MFC-9140DN YAZICI , TARAYICI , FOTOKOPİ ,FAKS",277,Yazıcı > Lazer Çok Fonksiyonlu Yazıcılar > Renkli > BROTHER
316,1899,http://www.teknosa.com/urunler/125071274/sony-xperia-z2-beyaz-akilli-telefon,SONY XPERIA Z2 BEYAZ AKILLI TELEFON,93,TELEKOM > AKILLI TELEFON
317,292,http://www.bizdehesapli.com/nikon-coolpix-s2800b-20-1mp-5x-2-7inc-lcd-ekran-dijital-fotograf-makinesi-urun-COOLPIX-S2800B,"Nikon COOLPIX-S2800B 20.1MP 5X 2,7"" Lcd Ekran Dijital Fotoğraf Makinesi",117,"Foto/Kamera > Dijital Fotoğraf Makineleri > Nikon COOLPIX-S2800B 20.1MP 5X 2,7"" Lcd Ekran Dijital Fotoğraf Makinesi"
318,69,http://www.gold.com.tr/energizer-lcaehusyipbk2-lightning-usb-1m-siyah-data-sarj-kablosu_u,Energizer LCAEHUSYIPBK2 Lightning Usb 1m Siyah Data + Şarj kablosu,270,Telefon > Cep Telefon Aksesuarları > Şarj Cihazı
319,12,http://www.vatanbilgisayar.com/marumi-52-mm-low-uv-filtre.html,MARUMI 52 mm LOW UV FİLTRE M023,206,Tüketici Elektroniği > Fotoğraf Makinesi Lensleri > Filtre > MARUMI
320,129,http://www.webdenal.com/zalman-cnps11x_500827.html,Cnps11x Performa Intel/amd Cpu Soğutucu,203,Bilgisayar Ürünleri > Bilgisayar Bileşenleri (OEM) > Soğutucular / Fanlar
321,1085,http://www.gold.com.tr/samsung-galaxy-tab-s-t800-16gb-10-5inc-tablet-pc_u,Samsung Galaxy Tab S T800 16GB 10.5inc Tablet PC,112,Bilgisayar > Bilgisayarlar > Tablet PC
322,52,http://www.ucuzlukcu.com/urunler/energizer-lcaehjackpk2-1-5m-3-5mm-jack-to-3-5mm-jack-pembe-ses-kablosu-bzipu/,Energizer LCAEHJACKPK2 1.5m 3.5mm Jack to 3.5mm Jack Pembe Ses Kablosu,150,Bilgisayar > Sarf Malzemeleri > Kablolar > Ses Kabloları
323,647,http://www.hizlial.com/avermedia-live-gamer-portable-c875/10316918,Avermedia Live Gamer Portable (C875),111,Bilgisayar > Çevre Birimleri > Tv Kartları
324,119,http://www.bizdeuygun.com/HP-HP-940XL-Siyah-Officejet-MC3BCrekkep-KartuC59Fu_150056.html,HP HP 940XL Siyah Officejet Mürekkep Kartuşu,172,Bilgisayar > Yazıcı ve Sarf Malzemeleri > Kartuş ve Tonerler
325,20,http://www.sanalreyonum.com/hobi-oyun/pc-far-cry-3.html,PC FAR CRY 3,56,
326,3,http://www.bizdehesapli.com/samsung-n7100-galaxy-note-2-ekran-koruyucu-on-film-urun-210031502,SAMSUNG N7100 GALAXY NOTE 2 EKRAN KORUYUCU ÖN FİLM,22,Telefon > Cep Telefonu Aksesuarları > Ekran Koruyucular > SAMSUNG N7100 GALAXY NOTE 2 EKRAN KORUYUCU ÖN FİLM
327,50,http://www.vatanbilgisayar.com/premium-16gb-sdhc-class10-uhs-i-45mb_s.html,TRANSCEND Premium 16GB SDHC Class10 UHS-I (45MB/s),273,Tüketici Elektroniği > Hafıza Kartı > SDHC > TRANSCEND
328,37,http://www.bilisimport.com/mikado-md-10bt-kirmizi-tf-kartfm-destekli-bluetooth-sarjli-speaker,Mikado MD-10BT Kırmızı TF Kart+FM Destekli Bluetooth Şarjlı Speaker,7,Ev Aletleri & Elektronik > Multimedia Ses Sistemleri
329,49,"http://www.mediamarkt.com.tr/mcs/product/PHILIPS-SHL3000BL-00-Mavi-Kablolu-Kulaklık,103452,503472,831929.html?langId=-14",PHILIPS SHL3000BL/00 Mavi Kablolu Kulaklık,266,Tv & Ses > Kulaklıklar > Kablolu HiFi Kulaklıklar
330,121,http://www.buroteknik.com/kingston-hyperx-savage-4gb-ddr3-1600mhz-bellek-hx316c9sr-4_155173.html,"KINGSTON HyperX Savage 4GB DDR3-1600MHz, Bellek - HX316C9SR/4",146,Bilgisayar Tablet Yazıcı > Bilgisayar Bileşenleri > Bellekler (Ram)
331,137,"http://www.istanbulbilisim.com.tr/apple-ipod-shuffle-2gb-mor-mp3-mp4-player-md777tz-a-fiyati,111498.html",Apple iPod Shuffle 2GB Mor MP3/MP4 Player (MD777TZ/A),184,Müzik Çalar > APPLE
332,69,http://www.gold.com.tr/tec-vento-m-10-32-360d-hareketli-25kg_u,Tec Vento-m 10-32 360d Hareketli 25kg,8,Elektronik > Televizyon > TV Sehpası - Askı Aparatı > Askı Aparatları
333,629,"http://www.istanbulbilisim.com.tr/panasonic-hc-v100-siyah-full-hd-video-kamera-fiyati,35282.html",Panasonic HC-V100 Siyah Full HD Video Kamera,107,Video Kamera > PANASONIC
334,190,http://www.bedavacim.com.tr/SAMSUNG-18-5-S19C150F-S19D300N-MONITOR_17671.html,"SAMSUNG 18,5"" S19C150F / S19D300N MONİTÖR",272,Bilgisayar > Cevre Birimleri > Monitörler
335,971,http://www.netsiparis.com/samsung-galaxy-tab-s-t800-105-wifi-beyaz,"Samsung Galaxy Tab S T800 10.5"" WiFi Beyaz",112,Bilgisayar > Bilgisayar-Dizüstü > Tabletler > Samsung
336,1324,http://www.netsiparis.com/hp-pavilion-11-n000nt-k0w08ea-notebook,HP Pavilion 11-n000nt K0W08EA Notebook,36,Bilgisayar > Bilgisayar-Dizüstü > Notebooklar > Hp
